Review,Rating,Target
"Depressing, run down hotel.  I can't believe I paid 500.00 a night for a tiny, dark room with chipped plaster, peeling paint and plastic blinds.    Front desk personnel are not service friendly.   They were rude and unhelpful.    Check out chipped plaster around shower drain.  The photo of the door to my room is gashed across the width of it",1,1
"I chose this hotel because of its excellent location, and because it was a Wyndham brand so I expected a certain level of service. Unfortunately, this was the biggest mistake of my vacation. We arrived at the hotel around 3:30 and there was an extremely long line to check in. A gentleman behind us mentioned that he had stayed here before and seen similar lines even at 9 p.m. so this was not unusual. When we finally arrived to the front, the woman at the desk was extremely rude. She rushed through everything she was telling me without looking at me once, so it was hard to understand her mutterings. I realized I agreed to the dreaded hotel fee everyone on TripAdvisor mentioned without the desk agent even mentioning that she was charging my card. She then, under her breath,",1,1
"Huge lobby that tends to be over crowded due to the immense amount of people that the hotel can host. We stayed in a double bedroom, on the 21st floor, very very small without fridge, cold due to bad windows that can't keep the wind out and as a result it becomes cold over night. As we got in to the room we noticed it is not properly cleaned, it is dusty and not hoovered. The airco works fine but is loud. The shower drips constantly which can be irritating over night when one wants to sleep. Plastic glasses and no bottle opener, no fridge too but there is no place for it as room is too small. Decoration is out dated and dark, maybe to prevent from seeing how dirty it can get. Housekeeping is not very efficient. Room had a safe, it's own ironing board and iron, which i could say",2,1
"This hotel has several pluses none of which are related to rooms:  • great location literally across from Penn station • historical exterior • impressive lobby  We got one of the old rooms which was in urgent need of refurbishment and in its current state can only be described as horrendous. It was small, noisy, dark and dirty with a décor straight from the 1970s. The bathroom was equally bad and tired with old uneven tiles painted over by green paint.  And the final insult was their ""resort fee"" which is basically a $27 mandatory charge per day for Internet access.  Avoid this dump, there are lots of better hotels in Manhattan.",2,1
"Rooms are really small. Two people can not walk by each other. The hotel is old and run down. Service is the worst I ever experienced! The hotel is run down. My major problem is on 5/10/2016 we never got room service. We had the do not disturb sign on the door until 12:15 pm and then remove it. At 3pm I came back they told me the do not disturb sign was on the door I told them it was not, either way, the room is not done and we have no toilet paper. he said we will send it right up and clean your room at 9 pm still nothing! No one would answer the front desk phone. I went down and talked to JB or GB he was rude and ignorant. I called national Reservation desk they could not help and sent me to customer care 4 times no on answered the phone. I had o call prince line to get help 9",1,1
I'm all for retro style but these rooms and corridors are just grim! It saddens me to walk into such a tired dreary room. The windows are drafty too. The paint peeling off the bathroom which is tiny. Nowhere to rest the hairdryer except on the toilet seat. In this day I expect much better from an alleged four star in New York.,2,1
On Priceline this hotel was advertised as a four-star hotel.  I would rated this hotel between a two or three star.  Although I received a great price it was run down and did not meet my standards.  I personally would not stay here again.,2,1
"when we first stayed here the room was great we even had a balcony 2 time was also ok but third time was rubbish the room was really tiny and the bathroom was even smaller just enough room to get in ,it seems since the wyndham has taken over the hotel has gone backwards they now charge a resort tax or as they now call it a facility fee with tax is 29 dollars which they never used to charge so save your money and stay else where",2,1
"Great location and great deli restaurants in the lobby. However, the hotel is OLD, dirty (as in ragged carpet, scuffs on all the walls, etc) and loud. Once they give this place a face lift it will be fantastic - and expensive. There were a few floors on my side of the hotel that were school dorms - weird. I think some of those kids were on my floor as well because it was LOUD. If you get a good price and really don't care about your hotel then stay here for the food and location. If you are the least bit of a hotel snob, then stay somewhere else!",2,1
"Perfect location,  lovely staff,  clean, BUT shower was  at best poor and the $190 charge for facilities fee for a week  is a complete con !! We didn't use any of the facilities that they charge for. You have to pay it regardless. Unless you're up at daft o'clock you'll struggle to get in elevators,  in mornings especially. We had breakfast in tick tock every morning and it was adequate enough and friendly. Struggled to understand receptionist when we checked in as her English was poor. Grudged every cent of facilities fee",2,1
I stayed here with my teenage daughter as her first trip to NY!  Someone had recommended this hotel to me however I was really disappointed:(  The hotel is out dated and over priced for what it provided!  The only thing it has going for it is that it is in an ideal location!,1,1
"Great location. Tick tock diner served great food. Room average... Very small. Found that once we'd booked and came to pay for the room once arrived there were 'hidden charges' which we were not informed about upon quote and booking confirmation had been received. Over £400 additional cost for 5 nights. Discussed with the concierge desk who advised it was an error, but we would have to complain in writing. Sent an email upon check out and still had no response nor refund. Not impressed and wouldn't return!",2,1
"After visiting the Big Apple back in August and loving it so much I just had to return and this time bring the mother. We opted to book our travel and accommodation through Expedia.  On my previous stay in the city, I stayed in the Wellington Hotel which was rated less than the Wyndham New Yorker in all departments so I thought this hotel was going to be the real deal; how wrong was I?   Upon arriving we asked for an upgrade if there was anything available (at a fee of course, we were obviously wanting to pay for it). We were rudely told no and that there was nothing for the duration of our stay and when we asked if they had any king beds we were also rudely and aggressively told that they don't do king beds, only queen.    The main lobby was lovely but I couldn't say the same",2,1
"I recently spent a weekend in the New Yorker hotel, in a ""room with a view"", however the view I had was very disappointing (picture attached). The room was tiny and the bathroom old and tired, with someone else's hairs remaining on the shower curtain!  It is not easy to order room service - a menu is not provided in the room, nor the number required to dial, so you have to go through the front desk each time. The food from the Diner is good, however on the final day of my stay I waited over an hour for my meal because the member of staff who took my order had written my room number down incorrectly and when it finally arrived it came with the incorrect bill.  To round off the stay, I found a large cockroach on the bathroom floor (picture attached).  For the amount that this",2,1
$400 a night for a room from 1960. Bathroom so small and bath looked like it was from 1950. Sheets felt like cardboard. Horrible hotel.How about management spending some money on your hotel for your guests.,1,1
"The room was smaller than my dining room at home, it wasn't very cleanly, they didn't even put a comforter or any blanket for that matter on the bed, just sheets!  They charged my debit card twice for the 2day rate as well as 200 more for a deposit I HAD ALREADY PAID IN CASH!!!!  I haven't received my refund on the deposit or the second charge for my room they say 5 business days but I have no clue what's going to happen with that and I don't know if they are going to reimburse the overdraft fees I encured due to there mess up!  Thee ONLY  good thing was the view of the Empire State Building",2,1
"Great central location and clean modern accommodation. Hotel had lovely interior design features nodding to the 1930's architecture. However we were stuck in a backroom with a view of walls and abandoned debris. We asked if we could swap rooms but were told this would not be a possibility. There was only a coffee machine in our room, no tea available. The coffee machine had no instructions and when I explained that I couldn't use it at reception, she asked me what I would like her to do about that!!! Rude. On top of this, the room was noisy at night with some air conditioning unit whirring or something- even if all controls were switched off. And there was only one thin duvet and it got cold at night. I didn/t get much sleep. Also we wanted to be able to access the skyline",2,1
"It is such a terrible experience for me and my family as we have missing items after our stay at this hotel.   First one bracelet went missing which I left at my night stand. I thought I simply dropped somewhere did not think someone would steal it as I also have iPads charging in the room. But it would be too obvious to make an iPad or a bag disappear.  Then the day we are checking out my mom noticed one of her watches went missing then I started to think maybe this is too much for a coincidence reoccurring again.   I was going to make a complaint but my mom wanted to check her bag once again. As we could not find it, we simply called the hotel. I spoke to an agent from lost and found but the issue is there is nothing you can do.  I will never ever step into this hotel or let",1,1
"We arrived early and stored our luggage until we could check in. The guy at the front desk told us to come back and check in at 2pm. When we came back, we were told that we had to wait half an hour for a room to be serviced. We did... But no room. We kept being told it would be ready shortly and waited an hour and 45 minutes, not checking in until 3:45. Staff were completely unapologetic despite wasting our time. We don't mind if check in is at 4pm, but don't tell us it's earlier and keep us waiting.   When we went to check out, a piece of paper had appeared under our door indicating they had charged us $27 for a processing fee each night we had stayed. When we asked what it was for, we were told it was Internet. So even though it says free wi fi, it's not. They actually charge",1,1
"Worse hotel I have been with.  Very old rooms. Waited 45 minutes to check in and check out.  They charge 2$ for every bag you want to store while you are waiting for your room. No hotel I have ever went to, charged me for stored luggage.  That was the reason I even bother writing a review.  Stay away from this hotel. You can find better in the same area at the same prices.",1,1
"Very very much people stay at this hotel. Long que when check in. The room was very small. WiFi works really bad. Room was not silent from the streetsound. When check out they debit a facility fee of 50 USD. I dont find any facilitys at all. On top floor they say it was a sky lounge. It was closed saturday and sundays. Hotel dont have any relaxing area at all. No, the pictures dont say the thruth. When go back i will never stay at this hotel again.",1,1
Nice location but hotel looks quite dated. Rooms nice but very small. There are a lot of hidden charges that they add onto your bill such as a service fee for internet and other things which really should be included in the price. Fees such as this seem to me to be more of a scam. Wait time to get to the check in desk also took a long time with not enough people on.,2,1
"At first I thought it would be great to stay here for the ""iconic"" reason but bad idea. It's in such horrible conditions!! I stayed on the 34th floor to avoid street noise but everything can be heard because the windows are thin. The rooms are literally 10'x10' and paint cracked every where!! Then people are obviously smoking because it's coming through my vents!! My allergies are on level extremely high!! I'm so annoyed with the long lines for the front desk. I wanted to complain there but didn't want to wait at the line so I'm here venting!! The $25 ""resort fee"" is ridiculous!! The internet barely works and who makes calls anymore on regular phones?!!! Ridiculous to charge $250 a night without the taxes. Basically $300 a night now.  I do have to say the staff were nice. Just",1,1
"I paid a good amount for a Queen Executive.  I didn't think it was worth it at all. The room was small compared with what I usually get for how much I paid. The bed was uncomfortable. The pillows felt as if they were inflated. The sheets were itchy. The bathroom sink was so small, there was water splashing everywhere. And finally, the hallway outside our room did not quiet down until 4 or 5 in morning.",1,1
Very busy hotel with ridiculous security. They are not friendly or pleasant and can be difficult when you want to enter the elevators. God help you if you do not meet their profiling standards. They will stop you and make you wish you were staying somewhere else which you will do after you stay there just once. I learn from my mistakes.....Do you?,1,1
"I've stayed in many hotels in New York, and never felt less excited about one than this Wyndham New Yorker. it's a factory, not a hotel. I am with a group so it wasn't up to me wehre to stay but I wish I wasn't here. The city has sooo many cooler places even at this price. Yes, the Lobby is nice, and it's close to Madison Square Garden, but they hassle you for your key every time you go to your room like British school masters.. I don't know what they think they are preventing.. hotel security used to be smart, intuative, now they hassle everyone, three guys block your way to your room at times, always at least one making you show them a white piece of paper or key.. it's just dumb.  It's hack like a TSA inspection and not why people come to new york. why not use the money spent",2,1
"Tiny room had neither coffee or ice close by . Room generally old and not attractive. ""Facility Fee"" merely added 25% to advertised low rate, quite misleading. Location is good for MSG, Times Sq Spend a bit more and enjoy your stay somewhere else!",1,1
We stayed in room 2550 for 1 night and could not believe how shabby the room was. For starters the bed was hard there was no coffee or tea making facilities which is a basic necessities in 2016. The bathroom is In Need of desperate repair as you can't take a bath without water leaking the seal around the bath is mouldy and had pubic hair around it and needs re-tiling there is no shabby chic about this hotel. Very disappointed tourists.,2,1
"The hotel and staff were great, both the location and the service.  The room was clean and well maintained.  However on the final day we received a bill for around $130 for 'facilities' which completely put a downer on the whole experience.  $130 for essentially using the internet for 5 days, as we did not use the gym or other facilities (which we were not offered or informed about).    Without this the experience would have been brilliant.",1,1
Decent location but don't be fooled by low room rates. You pay a $25 charge every day for the privilege of being in the hotel! So whatever your rate is add $25 a night min! Staff on the desk are rude and blunt. Not very helpful.  Rooms are small but clean. Gym is ok and Internet in the rooms but at $25 each day plus your room rate there are better places to stay for business and vacation as a regular visitor here,2,1
"Beware about staying at this property. They add new charges on top of a prepaid reservation. The clerk at the front desk has obviously dealt with many people like me who were surprised at the charge, so it is clear the company knows its marketing strategy involves deception and nevertheless stands by it. Also, after checking in, checking my reservation documents and such, and then calling the front dest to discuss, it is impossible to get anyone at the front desk and to get a return phone call.",1,1
I have going to WKC since 2000 and very little has changed EXCEPT the cost. Rooms are tooooooo old & not cleaned well.,2,1
"Pros  Location: Brilliant location. Within walking distance of Times Square and all the flagship stores on Fifth Avenue. Metro right next to hotel. At the same time, the area where the hotel is not Times Square noisy.  Quality of Bathroom Amenities: The soap, shampoo and conditioner are of high quality.  Tick Tock Diner: Loved the hotel diner which is open 24hrs.  Room: Room was small but comfortable. Adequate number of hangars.   Cons:  Hidden ""Facility Fee"": Published fares are non-inclusive of an extra $25/day ""facility fee."" Given there are no facilities in the hotel, when I asked what this fee is for, I was informed it was for and I quote, ""premium Wi-Fi, domestic/international calling etc."" If the hotel wants to charge for the Wi-Fi, then please don't advertise free Wi-Fi.",2,1
"For simplicity, this is a copy verbatim of the letter I sent to the General Manager after checkout. The management last night wanted to just say ""well, hotels have mice, we try. We moved you half naked at midnight, scared you.. Wasn't disruptive.""  Hello, After a long day in the city I was relaxing after a nice bath. I had not even gotten dressed yet, when I saw a mouse sitting atop my suitcase. This set a course of action in place which disrupted my night, embarrassed me, and made very uncomfortable. I requested first that someone come up as I feared it may have run into my suitcase. I also requested, as all my clothes were in my suitcase, that the person sent be female as I was in my room alone and scantily dressed. I received a call letting me know only men were available at",2,1
"After looking at the hotel website before travelling, lets just say I was hugely disappointed on arrival.  The photos on the website are really quite deceptive.  Walking down the corridors to the room, I already didn't have a good feel about the place.  Despite the sign displayed outisde the hotel advertising a new look for the hotel, I failed to see where there had been any renovations.  The carpets where worn down and grubby looking and the walls were the same.  It was the same once we entered the room and the bathroom was not very clean, dust and hairs were visable.  The place definitely needs updating!  I was quite angry on arrival as my husband had honestly thought he'd booked a decent hotel, to the point that we considered booking another hotel, however we decided to spend",2,1
"The sheets were very scratchy and the pillows were lumpy. The room was very drafty and small. I drove and had the car parked, attendant said allow 45 to 1 hour for pickup. I called in plenty of time and it took them 1 1/2 hours to deliver. They said it would be there in 45 minutes! Car had small scratch on it.",2,1
Not at all what I expect from Wyndham Hotels. Very small room and even smaller bathroom. Upon entering our room I noticed that the smoke alarm was wrapped in plastic. I notified the front desk who sent two security guards who took pictures and said they would send someone to remove it. I removed it myself several hours later before going to sleep. Apparently my smoke free room wasn't for the previous guests.  I was never notified that I would be sharing this hotel with over 100 dogs. It seems the dog show was in town that weekend. I should have been told this when I booked the room and I would have booked somewhere else. Dogs in the lobby dogs in the elevators is not what I expected when paying that kind of money!,2,1
"Stayed here for one night to meet friends for an evening in New York. The hotel is set up for volume and is obviously extremely convenient for Madison Square Garden, so gets a wide variety of clientele from tourists to show-goers to business conference people. Rooms could use some updating but the views from upper floors can be good. Unfortunately the night we were there the people in the next door room were having a major party, with at least half a dozen people clearly getting drunk, screaming and laughing, banging things around, TV volume turned up high, slamming doors. The walls are very thin so we could hear everything.  xThey did not stop until 3.30am and then we could hear them retching and coughing in the morning at 8am. Worst night's sleep I have had for a long time.",2,1
"Aside from not having amenities of common standards to hotel across the country,  THIS hotels methods of unethical operations as ot pertains to erroneous charges to my credit card for room service and restaurant meals that were in fact never had or received to my credit card is despicable.  Needless to say that I will without fail dispute ALL charges made without warrant. I will NEVER recommend THIS hotel to any colleague or individual .  Completely annoyed, Dr. K'jerrel A. Smith, PhD",1,1
"Stayed in the New Yorker hotel  , in shabby old room, with impolite staff, and dogs barking in the room next door at all hours!!! Will not recommend this hotel. Asked for late check out and was told it would be $150  for 5 extra hours! Do yourselves a favour and stay in hostel if you want this kind of room and service! Only rating two due to location  and that was generous! Good luck if you go to this hotel...",2,1
The hotel is dirty and rooms are outdated the staff is really nice and helpful but I would not recommend to another person,1,1
"Very unpleasant. The images placed online are very misleading. The rooms are tiny, bathroom is very old fashioned and lobby needs some major cleaning. Not to mention, my sheets had hair that did not belong to me nor my boyfriend. Seems like the housekeepers aren't doing their jobs very cautiously. I also had an incident in the lobby where as any other guest should go up to their room waiting in the elevator banks an employee,a middle aged African American lady, approached me. She asked me to pull out my state issued id as there were about 10 other people surrounding me. Then she also asked me to show her my hotel room key. This made me feel extremely uncomfortable because she did not asked anyone else for identification but me. Unprofessional much? I called the manager regarding",1,1
"Nothing to recommend. Service was poor and staff was hostile, and the rooms were very shabby. Beds are small, there are few amenities, and nothing is very clean. Internet is slow. There really is nothing good about this place, and the paint was peeling all around the bathroom. For the money, you can do MUCH better.",2,1
It seemed a lot of people like us had paid for internet and free phone calls which is extra and you have to pay it. but until you moaned several times the hotel didnt fix it. The rooms need updating and the windows are very old so you can hear a lot of noise from the city that never sleeps. Cleaners were fantastic and very helpful. I wouldnt stay at the hotel again.,2,1
"Traveled with a student group and the check in desk was a nightmare. The process took 2.5 hours starting at 245 pm and ending after 5! They were so incompetent. I finally had to take the check in for the entire group and then check for my students assigned rooms that stretched over 5 floors for 22 students. The chaperones were on a different floor. The hotel could not understand how that could be a problem. Two days into the trip, one of the girls room found cock roaches in the bed. My room was adequate, but the kids rooms were tiny. It was ok but not a good interaction with staff.",2,1
"I made a reservation with Wyndham for a recent stay but never received any type of confirmation.  I called about 6 weeks before and was repeatedly told that I did not have a reservation at this hotel or any Wyndham hotel in Manhattan.  I gave them my name over and over and spelled it out multiple times, gave them my credit card information, check in and out dates, and still nothing.   I was forced to start my hotel shopping over again and ended up booking the Courtyard by Marriott, which happened to be on the next block.  This was a major inconvenience of my time of having to search prices and locations all over again, but I really had no choice.    When I checked my credit card after the check in date, there was a $614.14 charge from the hotel.  I called the number provided,",1,1
"I am not sure If i just ended up getting a horrible room because I price lined this hotel, but I got a double bed room for four people during New Years. First, the beds were a tad bit bigger than twin beds, smaller than fulls. My husband is a big guy so that it was very uncomfortable. What turned me off most about the hotel room was the bathrooms. They were disgusting. The toilet is a small, 1970's toilet. My husband and our friend joked that only one of their butt cheeks would fit on this. My husband isn't fat by any means, he's a body builder so he's buff. Second thing about the bathrooms, there isn't a space next to the sink (vanity). Its literally just the sink. So you can't put your makeup products/hair products, let alone get ready in the bathroom at all. The bathroom can",1,1
"You expect fees like state taxes, tourism fees (which btw are normally not supposed to be passed on to the customer) etc on your bill. You DON'T expect a 25.00 Plus Tax fee for being a customer.  Disclose this upfront - better yet build it in to your rates.  Furthermore - some people don't use the pool, fitness centre, business centre, etc... and wi-fi should be either included in the rate or charged at a minimal rate of around 10.00 a night. Charging a ""resort"" style fee thats not disclosed in the rate is underhanded and false advertising.  Charging ME for what are basics in a hotel is ridiculous.  To clarify - an advertised rate of 88 a night - turned out to be 130...!! 130!!!?? that's crazy. (that's just their room charges - no food or chosen services added). This hotel's",2,1
"At check-in, we were excited to learn we had received an upgrade.  Upon seeing the room, the excitement vanished.  Small does not begin to describe the room, even by NYC standards.  The mattresses sunk in the middle making it impossible for our family of four to sleep comfortably.  The sink design made it impossible to wash our hands without drenching our clothing.  And, at check-in, the only time our credit card was not in our possession, the card was compromised and used at another NYC hotel, necessitating the deactivation of our credit card while traveling out of town with our family. The hotel was unwilling to offer assistance, aside from one phone call asking for a few details, but no follow up or expression of concern, apology, or understanding for out difficulties.  We",1,1
"I am SHOCKED that this hotel could have so many favorable reviews on TripAdvisor. The hotel prides itself on its Art Deco architecture, but that just means that your bathroom hasn't been renovated since the 1920s. The rooms are extremely small (I've been in larger rooms in Europe) - case in point, I had about 10 inches between the edge of the bed and the media console. As I said before, the bathroom is extremely small, with chipping tiles and almost no counter space (we had a ledge of about 4"" deep to store toiletries). Yes, the location is convenient, but expect more noise as a result (but this is nearly unavoidable in NYC) and panhandlers in the lobby. We also didn't appreciate hassle with having your hotel card looked at every time you enter since there are no card readers in",2,1
"I like the location of the hotel which is why I use it when I'm in NYC but it could be vastly improved. I book via Expedia and am an 'Elite' member which should give preferential treatment and upgrades to hotels that are part of the Expedia  'VIP' booking program (which the New Yorker does). However, when I arrived, the front desk staff had no record of my status and were not at all interested in contacting Expedia to rectify the situation and so gave me an old, dark and basic room little bigger than a prison cell! After spending a while on the phone to Expedia, they corrected their mistake and instructed the hotel to give me the room that I should have had. The better rooms at the hotel are OK but the attitude of the front desk staff leaves a great deal to be desired!",2,1
"i remember staying in New Yorker before it was taken over by Wyndham and ""renovated"" and the stay was much better. Nowadays, walls are paper thin, you hear everything in the hallway and room next door. Terrible experience, would not stay here again.",2,1
Given its handy proximity to the centre of New York I was going to err on the positive when it came to writing this review even though I have stayed in more impressive 2* hotel. So I had planned to emphasise that the fact that the public areas and  room were kept lovely and clean. Some of the staff were friendly and helpful. HOWEVER the additional unexpected charge of the equivalent to £20 PER DAY called a FACILITY FEE totally overshadowed the few positives. I had already pre paid in a package deal for my 5 night stay. I had no extras in the very small basic double room which had no mini bar or drink making facility but on check out got an equivalent to £100 bill. When I questioned this I was told in a very abrupt manner that this was a facility fee for use of the business,1,1
"The hotel lobby is nice, but the rooms, and especially the bathrooms, are badly in need of restoration. The tile in the bathroom in the room where I stayed was painted a sick green color, and the paint was chipping off. Both the room and bathroom were very worn out. The staff is friendly, and service is good. They just need to update the rooms!",2,1
"This hotel really is awful from beginning to end about the only positive thing I can say about it is that the location is good! We've stayed in Manhattan many times and are aware that hotel rooms tend to be small but this was literally a postage stamp size! The receptionist Driss was friendly and tried to appoint us with his best available ""modern"" room on the 29th floor but when we got up there not only was it tiny and smaller than a double bed but there was fake tan stains and hairs on the sheets, when I went down to complain the manager asked could he send someone up to change the sheets and didn't seem shocked at all! I refused and asked for a new room, we were given one on the 34th floor, the corridors were filthy with dirty tissues and an awful smell the room was tiny",1,1
"With this extremely old hotel i had to face issues like horrible garbage smell , extremely small rooms and even worse, careless staff members. I addressed the smell issues twice and they didn't take care of it. Need serious upgrades. Not coming back.",1,1
"Well, not quite sure where to start. I took my wife, 10 year old child and mother in law, paid for a 2 room suite, when I arrived I was told there had been a leak and that I would not be able to stay in my room and I would have to stay in a double room for the first night.. This would of been fine if I was just with my wife, but for our 10 year old child and mother in law of 61 to sleep on a single chair that was apparently a double pull out bed was never going to work. However, after complaining they eventually gave us a room with 2 double beds, with an air condition that sounded like a Boeing 747 engine. So hot and stuffy we remained for the rest of the night. The next morning I asked if I could have the room we booked for. I was then told my bank card was declined and I never",1,1
"I would not stay if I was you. when I got to the room there was a used condom on the floor. when I called to the front desk the manager had an attitude at first. he assured me that he would refund one night for me. that never happened when I called back he said he was going to look into it and call me back, well its been over a week and still no call. the rooms are very small and if you try and have any food delivered to the room you cant. the security at the hotel said u have come down and get it. pick a different hotel and you'll have a better trip.",1,1
"I visited for 2 nights on business, and being my first time in New York was immediately shocked by the tiny size of the room!! It had all the amenities I needed so I was not lacking anything. However, it is the most aged and tired looking hotel I have ever stayed at. I'm not one for quirky charm of the past and if my budget had afforded it - would have stayed somewhere newer and more modern. Regardless, it is a great location and thankfully I only had to sleep there (although it is super loud on the streets all night long even though I was 20 floors up - and the bed was slanted and not comfortable at all lol) my back is against the door in the pic I have included. Looks nice - but it's deceiving! The great part was that I had a short walk to Times Square for some sight seeing",2,1
"Unfortuanetely, my friends and I stayed at this disgusting hotel for my birthday. It seemed great at first, until the morning we were checkin-out. My two friends were both sick (it's December...) and they both had a bad cough. That morning, a man from the front desk knocked on our door and said someone had complained we were smoking....None of us smoke and the room didn't even smell. My friend told him we weren't smoking and he just left. How rude! We were quickly getting ready and suddenly we saw a cockroach crawl across the room. EW!!!! We all screamed so loud. My one friend jumped on the bed, the other jumped in the bathtub, and I jumped on the chair. 3 girls 1 cockroach, real classy. I called housekeeping after waiting for front desk to pick up for sooooo long (fantastic",1,1
"We stayed @ the NYer a few years back & the room had a great view but was very run down (especially the bathroom). When we noticed that Wyndham now runs it & we saw how beautiful the lobby was renovated, we couldn't wait to see our room - nice headboard, sheets & curtains - bed very hard, toilet too low, bathtub/shower old, moldy & a little scary, carpet old, musty smell in the hallway. Great location & friendly, capable staff.",2,1
A recent stay at the New Yorker was a huge disappointment.  No any think like the pictures on their website.  I expected the room to be small as many hotel rooms in NYC are on the small side.  This room looks like the last time it was renovated was just after WW II. The room was out dated and not even a comfortable chair to sit and read not that there was room for one.  It is a convenient location within walking distance of much of the city but not a very comfy or welcoming room to stay in.  Also for a hotel this size there were very few seats in the lobby.  More often then not all the couches and seats were full.  Sixty dollars at night to park.  WOW.,2,1
"We booked this hotel as a base for our holiday in New York. Upon arriving, we were checked in and asked to sign for hidden charges that we had not been told about - this included a $25 a DAY charge to use the services in the hotel. When questioned about this a rude receptionist told us that it would allow us to use the hotel's FREE internet, as well as the fitness studio (which we had no interest in using), the business suite (we were there for a holiday) and a poorly put together exhibition. After much debate, this charge was removed from the bill.  Upon entering the room, we found it to be average in terms of furnishing however, there was no kettle, mini bar or additional facilities in the room. The sheet on one of the beds was also torn and when we moved a seat forward it was",1,1
"I had a bad experience with the hotel rate at The New Yorker Hotel in New York City, a Wyndham Hotel...  I booked this through Expedia.  Two weeks before the trip, I called the hotel to confirm our rooms and the rate.  We had two rooms.  The hotel told me it was $488.00.  I asked if that was for both rooms?  $244.00 per room.  The hotel said yes.  Then we got the bill.....$488.00 per room.   I called Wyndham Hotel Group in Parsippany, NJ and thought I could maybe get a small refund ( not unreasonable)on both rooms to ease the pain but they reused.  I thought this was unfair.",1,1
"We paid £675 for 4 nights here!! All the staff in this hotel are pretty much New York rude!! No one smiles, no ones friendly and no one really wants to help you. Probably the worse hotel customer service we have ever had! Our first room on 29th floor (corridor was dirty and needed a huge make over) I think it was, was totally impractical, it was so small you had no where to put luggage & we had two suit cases! You have you place them buy the TV or somewhere & constantly walk round them! It had a horrible colour scheme so dark it was an 80 year old room!!! It kinda had half a view nothing wow. I complained and thank god the moved us to the newly refurbished 7th floor the room was 100% better white clean walls and great shower. Room for the bags inside the wardrobe but it was tiny",1,1
"While this place has art deco charm when you first enter the lobby, entering the room loses that charm right away.  Small even for NYC, it doesn't seem like this place has been updated in decades.",2,1
"When you pay this much for a hotel you expect absolute top service. When we arrived the staff at reception were nonchalant, rather than welcoming. We were also surprised with a $25 fee Per night fee for use of facilities (which includes the business centre and gym both of which we have no intention of using on a holiday) and were told it was mandatory. There is no tea/coffee making facilities in the room and we only discovered on the last night that you are able to ask for a coffee maker to be sent to your room - I only discovered this as I was feeling unwell and asked for hot water - it took 45 minutes for the machine to be delivered to the room. Water pressure in shower is poor and water gets colder as the day goes by. Despite all this the location is fantastic, the beds are",2,1
"While the New Yorker has a good location, the rest of the experience doesn't live up to Wyndham's supposed 4-star rating for this hotel (though inflated star ratings seem to be common throughout the chain). The front desk staff here is only efficient, but not friendly, and long lines pervade check-in and bag check. The rooms are smaller than one would expect, even for a hotel in New York, and the furnishings are low-quality and sometimes in disrepair.",2,1
"Recently stayed at Wyndham New Yorker, the bedroom was extremely small and because there was a heavy desk against the window, the curtain would only pull halfway across.  The view seemed to be of other rooms which I could see into when the lights were on so I had to move the desk in order to block their view into my room.  The bed was very comfortable although the room itself was small and extremely cold at night.  I did ask for another blanket which was supplied immediately on request.  The bathroom was very cramped and dated. Luckily I was the sole occupant as I doubt you could get two into the room at the same time.  Location was good, the staff were friendly and the TickTock restaurant was excellent.  Sometimes there was a queue for breakfast but the food and service was",2,1
"VERY RUDE receptionist helped us when we checked in.If we did not already pay in full we would have left and gone to another hotel.Felt very unwelcome.Average rooms, old mouldy bathrooms.Definitely NOT a 4 star hotel.There is no coffee/tea facilities in the room.No bar fridge.Very dissapointed.",2,1
"My stay at the New Yorker was extremely good, the location perfect and all staff so friendly.  HOWEVER, more than a week after check out, this hotel has still failed to re-debit my account with over £1500!   I have paid for my stay, had to endure multiple conversations with clueless financial staff members and with still no resolution! I have paid for this room and with no prior warning I am now facing financial repercussions!  I chose this hotel because it was affordable and a great location! Only 50% of this I can now say to be true!  £1500 short at Christmas is NOT acceptable. Be warned!!",2,1
"Over priced- dirty, old rooms, mouldy bathroom, cold rooms, drafty windows, smelly bathroom, charges for 'service' 27 dollars a day, rude staff, small toiletries. Be aware price on booking.com will be vastly inflated when you check out (4 types of taxes, and service charge). I have stayed elsewhere in New York ie the kimpton hotels and have not felt ripped off like here. Do not book!!!!",1,1
"You can't deny the charm of the building, but rooms are so run down small and antiquated it really should be maximum a 2 or 3 star property. Staff is great but they can't help the state of the building. At almost $375 it's absolute horrible value for money even for NYC.",2,1
"This is my first review ever, about anything, but I strongly feel I have to share this experience with other potential hotel customers so that at the very least, they are not sourly surprised like we were. First, I'd like to say that the hotel's location in Midtown Manhattan is very good and it is a historic hotel with a very nice Lobby. Stayed at this hotel because it is a Wyndham hotel and I had never had a bad experience like this one, under the Wyndham flag. There is a musky smell once you get off the elevator that really turns you off as you are led to your minuscule room. My family (13yr son, 16yr daugther, wife and myself) literally had to take turns and coordinate ourselves to move about the room.  This room is aprox. 10'x11' with two full sized beds, counter for TV set",1,1
